raw_user_id,user_idx
0,0
3,1
6,2
9,3
11,4
13,5
14,6
17,7
19,8
21,9
25,10
31,11
32,12
33,13
36,14
46,15
50,16
52,17
55,18
57,19
63,20
65,21
67,22
68,23
69,24
73,25
81,26
86,27
89,28
92,29
95,30
96,31
99,32
103,33
105,34
107,35
113,36
114,37
115,38
123,39
129,40
130,41
133,42
134,43
137,44
139,45
143,46
146,47
150,48
151,49
159,50
160,51
172,52
174,53
184,54
193,55
195,56
204,57
206,58
207,59
208,60
212,61
215,62
218,63
222,64
225,65
230,66
231,67
247,68
249,69
254,70
259,71
260,72
262,73
266,74
267,75
269,76
272,77
278,78
282,79
283,80
285,81
287,82
293,83
299,84
302,85
306,86
309,87
312,88
313,89
315,90
316,91
317,92
319,93
324,94
325,95
344,96
347,97
353,98
356,99
361,100
362,101
366,102
368,103
370,104
380,105
383,106
384,107
386,108
389,109
399,110
402,111
410,112
413,113
414,114
415,115
416,116
428,117
429,118
431,119
436,120
443,121
446,122
452,123
454,124
456,125
462,126
470,127
475,128
476,129
480,130
485,131
490,132
494,133
496,134
500,135
502,136
513,137
518,138
520,139
531,140
549,141
550,142
554,143
556,144
560,145
561,146
567,147
568,148
570,149
572,150
573,151
575,152
576,153
582,154
586,155
591,156
594,157
598,158
600,159
602,160
603,161
605,162
606,163
607,164
609,165
617,166
618,167
620,168
621,169
624,170
630,171
640,172
643,173
644,174
654,175
658,176
659,177
660,178
663,179
665,180
666,181
667,182
672,183
675,184
679,185
680,186
689,187
691,188
692,189
693,190
697,191
713,192
719,193
722,194
726,195
729,196
731,197
733,198
739,199
740,200
746,201
747,202
755,203
757,204
759,205
761,206
763,207
764,208
767,209
774,210
781,211
782,212
784,213
785,214
787,215
798,216
799,217
800,218
804,219
810,220
811,221
812,222
815,223
817,224
818,225
824,226
825,227
827,228
838,229
841,230
846,231
847,232
849,233
850,234
851,235
858,236
864,237
865,238
869,239
870,240
872,241
874,242
875,243
880,244
883,245
887,246
889,247
892,248
901,249
902,250
904,251
910,252
912,253
913,254
914,255
920,256
922,257
932,258
933,259
934,260
935,261
937,262
946,263
948,264
950,265
951,266
960,267
961,268
965,269
967,270
969,271
975,272
980,273
983,274
988,275
994,276
996,277
999,278
1000,279
1006,280
1008,281
1014,282
1018,283
1019,284
1026,285
1027,286
1031,287
1032,288
1038,289
1041,290
1042,291
1049,292
1056,293
1059,294
1064,295
1066,296
1073,297
1083,298
1089,299
1091,300
1092,301
1107,302
1116,303
1124,304
1128,305
1130,306
1131,307
1135,308
1137,309
1138,310
1140,311
1143,312
1144,313
1146,314
1152,315
1168,316
1169,317
1172,318
1173,319
1174,320
1176,321
1189,322
1192,323
1193,324
1197,325
1201,326
1204,327
1207,328
1211,329
1213,330
1219,331
1221,332
1225,333
1226,334
1227,335
1230,336
1232,337
1237,338
1244,339
1248,340
1251,341
1255,342
1258,343
1259,344
1261,345
1269,346
1272,347
1276,348
1277,349
1282,350
1285,351
1288,352
1290,353
1294,354
1296,355
1297,356
1299,357
1300,358
1316,359
1317,360
1319,361
1320,362
1322,363
1326,364
1327,365
1333,366
1334,367
1335,368
1336,369
1344,370
1345,371
1348,372
1354,373
1364,374
1365,375
1368,376
1372,377
1374,378
1379,379
1382,380
1385,381
1386,382
1387,383
1388,384
1389,385
1390,386
1391,387
1392,388
1397,389
1411,390
1412,391
1413,392
1422,393
1424,394
1433,395
1434,396
1435,397
1437,398
1442,399
1443,400
1444,401
1445,402
1447,403
1453,404
1457,405
1461,406
1465,407
1468,408
1472,409
1473,410
1481,411
1482,412
1486,413
1489,414
1495,415
1497,416
1501,417
1504,418
1505,419
1511,420
1515,421
1516,422
1517,423
1518,424
1522,425
1525,426
1526,427
1529,428
1530,429
1531,430
1533,431
1535,432
1537,433
1544,434
1546,435
1547,436
1553,437
1557,438
1559,439
1565,440
1569,441
1571,442
1578,443
1581,444
1583,445
1585,446
1586,447
1589,448
1590,449
1591,450
1592,451
1595,452
1596,453
1598,454
1601,455
1605,456
1624,457
1625,458
1626,459
1630,460
1650,461
1654,462
1659,463
1662,464
1664,465
1665,466
1668,467
1671,468
1676,469
1678,470
1680,471
1683,472
1684,473
1691,474
1697,475
1699,476
1700,477
1704,478
1705,479
1706,480
1710,481
1711,482
1714,483
1716,484
1720,485
1726,486
1728,487
1735,488
1740,489
1742,490
1744,491
1749,492
1756,493
1757,494
1761,495
1762,496
1764,497
1766,498
1767,499
1769,500
1770,501
1772,502
1773,503
1779,504
1780,505
1782,506
1784,507
1785,508
1789,509
1792,510
1793,511
1805,512
1809,513
1814,514
1815,515
1816,516
1819,517
1827,518
1831,519
1840,520
1844,521
1857,522
1862,523
1865,524
1866,525
1867,526
1878,527
1879,528
1881,529
1886,530
1891,531
1893,532
1894,533
1896,534
1902,535
1909,536
1910,537
1915,538
1921,539
1922,540
1923,541
1925,542
1928,543
1930,544
1933,545
1942,546
1948,547
1953,548
1960,549
1963,550
1967,551
1969,552
1973,553
1980,554
1982,555
1987,556
1988,557
1993,558
1996,559
1998,560
2017,561
2022,562
2028,563
2038,564
2039,565
2040,566
2042,567
2048,568
2049,569
2050,570
2051,571
2052,572
2056,573
2057,574
2060,575
2067,576
2070,577
2071,578
2076,579
2080,580
2083,581
2085,582
2087,583
2088,584
2089,585
2090,586
2091,587
2092,588
2102,589
2110,590
2114,591
2116,592
2120,593
2121,594
2123,595
2125,596
2130,597
2131,598
2139,599
2140,600
2148,601
2152,602
2153,603
2158,604
2165,605
2167,606
2168,607
2170,608
2189,609
2190,610
2192,611
2193,612
2195,613
2197,614
2200,615
2204,616
2205,617
2207,618
2214,619
2215,620
2217,621
2218,622
2219,623
2223,624
2227,625
2234,626
2239,627
2240,628
2248,629
2250,630
2251,631
2257,632
2264,633
2266,634
2271,635
2273,636
2274,637
2276,638
2282,639
2285,640
2290,641
2293,642
2297,643
2301,644
2304,645
2311,646
2329,647
2331,648
2340,649
2349,650
2355,651
2362,652
2363,653
2364,654
2369,655
2370,656
2379,657
2383,658
2386,659
2398,660
2400,661
2402,662
2404,663
2405,664
2415,665
2417,666
2422,667
2426,668
2445,669
2448,670
2454,671
2457,672
2462,673
2465,674
2474,675
2475,676
2479,677
2483,678
2485,679
2488,680
2489,681
2490,682
2492,683
2500,684
2505,685
2508,686
2510,687
2512,688
2516,689
2519,690
2521,691
2523,692
2532,693
2534,694
2537,695
2540,696
2541,697
2548,698
2553,699
2554,700
2556,701
2563,702
2567,703
2571,704
2573,705
2576,706
2583,707
2585,708
2586,709
2596,710
2599,711
2600,712
2607,713
2614,714
2617,715
2619,716
2623,717
2627,718
2629,719
2630,720
2640,721
2641,722
2649,723
2651,724
2652,725
2662,726
2667,727
2668,728
2672,729
2675,730
2681,731
2682,732
2687,733
2688,734
2695,735
2700,736
2703,737
2712,738
2714,739
2716,740
2726,741
2727,742
2734,743
2735,744
2737,745
2739,746
2742,747
2750,748
2754,749
2759,750
2761,751
2762,752
2765,753
2766,754
2770,755
2774,756
2775,757
2776,758
2783,759
2784,760
2786,761
2788,762
2790,763
2792,764
2796,765
2799,766
2801,767
2805,768
2808,769
2810,770
2812,771
2815,772
2831,773
2833,774
2842,775
2846,776
2856,777
2860,778
2867,779
2869,780
2870,781
2871,782
2875,783
2876,784
2877,785
2882,786
2883,787
2884,788
2892,789
2894,790
2896,791
2905,792
2909,793
2911,794
2917,795
2918,796
2920,797
2921,798
2924,799
2926,800
2928,801
2930,802
2935,803
2939,804
2940,805
2949,806
2952,807
2956,808
2958,809
2964,810
2965,811
2967,812
2976,813
2985,814
2989,815
2995,816
2999,817
3004,818
3005,819
3007,820
3013,821
3017,822
3018,823
3023,824
3025,825
3027,826
3028,827
3034,828
3040,829
3041,830
3047,831
3049,832
3051,833
3053,834
3062,835
3066,836
3070,837
3071,838
3075,839
3078,840
3080,841
3083,842
3085,843
3091,844
3092,845
3093,846
3094,847
3098,848
3103,849
3106,850
3107,851
3109,852
3113,853
3114,854
3116,855
3121,856
3123,857
3125,858
3127,859
3128,860
3132,861
3133,862
3134,863
3135,864
3138,865
3147,866
3149,867
3150,868
3153,869
3155,870
3158,871
3161,872
3164,873
3168,874
3170,875
3175,876
3180,877
3181,878
3189,879
3192,880
3199,881
3200,882
3202,883
3206,884
3211,885
3215,886
3218,887
3222,888
3224,889
3227,890
3230,891
3231,892
3233,893
3237,894
3240,895
3243,896
3245,897
3246,898
3249,899
3253,900
3254,901
3256,902
3259,903
3265,904
3266,905
3267,906
3278,907
3279,908
3286,909
3291,910
3299,911
3307,912
3308,913
3312,914
3319,915
3320,916
3321,917
3323,918
3328,919
3338,920
3340,921
3343,922
3346,923
3347,924
3356,925
3357,926
3358,927
3359,928
3360,929
3361,930
3376,931
3381,932
3382,933
3385,934
3387,935
3392,936
3393,937
3400,938
3407,939
3408,940
3415,941
3416,942
3420,943
3429,944
3432,945
3441,946
3442,947
3443,948
3448,949
3449,950
3457,951
3458,952
3459,953
3468,954
3472,955
3473,956
3474,957
3477,958
3479,959
3483,960
3493,961
3496,962
3501,963
3504,964
3505,965
3507,966
3509,967
3510,968
3511,969
3512,970
3513,971
3514,972
3515,973
3516,974
3518,975
3519,976
3520,977
3521,978
3523,979
3533,980
3536,981
3539,982
3543,983
3555,984
3560,985
3561,986
3562,987
3565,988
3572,989
3577,990
3586,991
3588,992
3593,993
3598,994
3601,995
3605,996
3608,997
3613,998
3615,999
3617,1000
3622,1001
3624,1002
3626,1003
3630,1004
3636,1005
3638,1006
3640,1007
3642,1008
3645,1009
3649,1010
3656,1011
3663,1012
3669,1013
3679,1014
3684,1015
3687,1016
3692,1017
3698,1018
3708,1019
3713,1020
3718,1021
3721,1022
3727,1023
3735,1024
3740,1025
3743,1026
3749,1027
3751,1028
3752,1029
3767,1030
3769,1031
3771,1032
3780,1033
3782,1034
3784,1035
3788,1036
3800,1037
3806,1038
3812,1039
3814,1040
3820,1041
3821,1042
3824,1043
3825,1044
3826,1045
3829,1046
3832,1047
3833,1048
3835,1049
3838,1050
3839,1051
3841,1052
3846,1053
3848,1054
3854,1055
3857,1056
3858,1057
3862,1058
3870,1059
3875,1060
3876,1061
3878,1062
3896,1063
3905,1064
3913,1065
3919,1066
3924,1067
3926,1068
3935,1069
3944,1070
3951,1071
3952,1072
3956,1073
3957,1074
3959,1075
3961,1076
3964,1077
3966,1078
3970,1079
3982,1080
3983,1081
3985,1082
3987,1083
3988,1084
3991,1085
3992,1086
3993,1087
3996,1088
4000,1089
4004,1090
4007,1091
4011,1092
4017,1093
4020,1094
4024,1095
4027,1096
4030,1097
4031,1098
4037,1099
4040,1100
4042,1101
4044,1102
4048,1103
4049,1104
4051,1105
4054,1106
4059,1107
4063,1108
4065,1109
4066,1110
4067,1111
4070,1112
4071,1113
4073,1114
4078,1115
4080,1116
4088,1117
4091,1118
4094,1119
4104,1120
4106,1121
4107,1122
4115,1123
4116,1124
4124,1125
4130,1126
4137,1127
4147,1128
4149,1129
4159,1130
4166,1131
4168,1132
4169,1133
4170,1134
4171,1135
4174,1136
4175,1137
4183,1138
4185,1139
4187,1140
4193,1141
4194,1142
4198,1143
4202,1144
4209,1145
4214,1146
4217,1147
4218,1148
4220,1149
4222,1150
4234,1151
4235,1152
4238,1153
4240,1154
4246,1155
4250,1156
4253,1157
4256,1158
4258,1159
4260,1160
4267,1161
4268,1162
4271,1163
4273,1164
4276,1165
4277,1166
4289,1167
4292,1168
4293,1169
4297,1170
4302,1171
4312,1172
4314,1173
4318,1174
4319,1175
4324,1176
4328,1177
4330,1178
4333,1179
4336,1180
4339,1181
4340,1182
4343,1183
4350,1184
4351,1185
4355,1186
4362,1187
4370,1188
4375,1189
4381,1190
4384,1191
4394,1192
4398,1193
4400,1194
4404,1195
4407,1196
4409,1197
4411,1198
4413,1199
4414,1200
4417,1201
4418,1202
4421,1203
4423,1204
4426,1205
4432,1206
4436,1207
4450,1208
4452,1209
4453,1210
4454,1211
4457,1212
4459,1213
4461,1214
4463,1215
4464,1216
4469,1217
4471,1218
4472,1219
4475,1220
4481,1221
4485,1222
4486,1223
4491,1224
4494,1225
4496,1226
4498,1227
4501,1228
4503,1229
4507,1230
4509,1231
4519,1232
4522,1233
4531,1234
4548,1235
4553,1236
4557,1237
4558,1238
4564,1239
4570,1240
4573,1241
4575,1242
4578,1243
4580,1244
4583,1245
4585,1246
4589,1247
4597,1248
4602,1249
4603,1250
4608,1251
4616,1252
4619,1253
4622,1254
4623,1255
4624,1256
4627,1257
4628,1258
4630,1259
4632,1260
4634,1261
4638,1262
4640,1263
4644,1264
4647,1265
4651,1266
4656,1267
4660,1268
4663,1269
4667,1270
4668,1271
4673,1272
4674,1273
4679,1274
4688,1275
4695,1276
4696,1277
4699,1278
4707,1279
4709,1280
4710,1281
4714,1282
4715,1283
4717,1284
4723,1285
4724,1286
4725,1287
4731,1288
4735,1289
4739,1290
4743,1291
4746,1292
4747,1293
4749,1294
4751,1295
4752,1296
4766,1297
4768,1298
4769,1299
4770,1300
4772,1301
4774,1302
4777,1303
4779,1304
4780,1305
4787,1306
4789,1307
4796,1308
4797,1309
4799,1310
4810,1311
4811,1312
4817,1313
4818,1314
4819,1315
4821,1316
4823,1317
4824,1318
4834,1319
4837,1320
4845,1321
4848,1322
4853,1323
4858,1324
4861,1325
4865,1326
4874,1327
4877,1328
4878,1329
4880,1330
4881,1331
4883,1332
4884,1333
4887,1334
4888,1335
4898,1336
4899,1337
4906,1338
4912,1339
4914,1340
4918,1341
4921,1342
4925,1343
4932,1344
4939,1345
4941,1346
4943,1347
4944,1348
4959,1349
4960,1350
4970,1351
4972,1352
4979,1353
4981,1354
4982,1355
4985,1356
4986,1357
4987,1358
4994,1359
4998,1360
5000,1361
5001,1362
5003,1363
5006,1364
5010,1365
5013,1366
5015,1367
5019,1368
5031,1369
5037,1370
5039,1371
5053,1372
5054,1373
5057,1374
5059,1375
5061,1376
5072,1377
5082,1378
5089,1379
5091,1380
5092,1381
5093,1382
5100,1383
5109,1384
5114,1385
5118,1386
5122,1387
5125,1388
5126,1389
5130,1390
5132,1391
5137,1392
5140,1393
5144,1394
5145,1395
5147,1396
5149,1397
5151,1398
5152,1399
5155,1400
5160,1401
5161,1402
5168,1403
5169,1404
5176,1405
5177,1406
5178,1407
5184,1408
5191,1409
5194,1410
5195,1411
5201,1412
5206,1413
5208,1414
5211,1415
5212,1416
5215,1417
5222,1418
5224,1419
5230,1420
5232,1421
5234,1422
5235,1423
5236,1424
5237,1425
5241,1426
5246,1427
5247,1428
5249,1429
5251,1430
5263,1431
5274,1432
5276,1433
5280,1434
5284,1435
5285,1436
5290,1437
5291,1438
5295,1439
5303,1440
5306,1441
5309,1442
5310,1443
5314,1444
5317,1445
5318,1446
5324,1447
5329,1448
5330,1449
5332,1450
5336,1451
5342,1452
5344,1453
5345,1454
5354,1455
5358,1456
5364,1457
5367,1458
5372,1459
5374,1460
5379,1461
5381,1462
5386,1463
5398,1464
5405,1465
5409,1466
5411,1467
5412,1468
5414,1469
5415,1470
5417,1471
5420,1472
5426,1473
5429,1474
5430,1475
5432,1476
5439,1477
5451,1478
5459,1479
5460,1480
5464,1481
5468,1482
5475,1483
5479,1484
5481,1485
5488,1486
5490,1487
5500,1488
5503,1489
5514,1490
5524,1491
5526,1492
5527,1493
5531,1494
5534,1495
5549,1496
5560,1497
5572,1498
5576,1499
5577,1500
5578,1501
5582,1502
5583,1503
5593,1504
5596,1505
5600,1506
5601,1507
5603,1508
5604,1509
5607,1510
5615,1511
5617,1512
5618,1513
5620,1514
5621,1515
5629,1516
5639,1517
5640,1518
5643,1519
5645,1520
5646,1521
5649,1522
5650,1523
5653,1524
5655,1525
5657,1526
5661,1527
5679,1528
5680,1529
5682,1530
5683,1531
5686,1532
5689,1533
5693,1534
5694,1535
5695,1536
5703,1537
5717,1538
5720,1539
5722,1540
5724,1541
5730,1542
5733,1543
5734,1544
5736,1545
5738,1546
5743,1547
5747,1548
5753,1549
5754,1550
5760,1551
5768,1552
5774,1553
5777,1554
5778,1555
5779,1556
5785,1557
5786,1558
5790,1559
5791,1560
5800,1561
5802,1562
5805,1563
5808,1564
5812,1565
5813,1566
5819,1567
5821,1568
5828,1569
5833,1570
5837,1571
5842,1572
5843,1573
5844,1574
5846,1575
5847,1576
5848,1577
5852,1578
5860,1579
5861,1580
5862,1581
5866,1582
5867,1583
5868,1584
5870,1585
5876,1586
5879,1587
5887,1588
5891,1589
5892,1590
5897,1591
5899,1592
5903,1593
5904,1594
5907,1595
5910,1596
5914,1597
5920,1598
5927,1599
5929,1600
5932,1601
5942,1602
5946,1603
5950,1604
5956,1605
5958,1606
5959,1607
5962,1608
5972,1609
5987,1610
5998,1611
6001,1612
6008,1613
6010,1614
6011,1615
6013,1616
6017,1617
6026,1618
6028,1619
6029,1620
6036,1621
6038,1622
6046,1623
6051,1624
6057,1625
6062,1626
6067,1627
6068,1628
6069,1629
6073,1630
6075,1631
6081,1632
6083,1633
6084,1634
6085,1635
6086,1636
6087,1637
6089,1638
6091,1639
6094,1640
6095,1641
6099,1642
6102,1643
6103,1644
6106,1645
6111,1646
6118,1647
6123,1648
6127,1649
6129,1650
6152,1651
6157,1652
6161,1653
6163,1654
6174,1655
6176,1656
6177,1657
6180,1658
6183,1659
6204,1660
6207,1661
6210,1662
6212,1663
6213,1664
6222,1665
6240,1666
6242,1667
6246,1668
6247,1669
6255,1670
6256,1671
6259,1672
6260,1673
6277,1674
6278,1675
6281,1676
6283,1677
6284,1678
6285,1679
6287,1680
6290,1681
6291,1682
6295,1683
6298,1684
6302,1685
6303,1686
6304,1687
6310,1688
6316,1689
6318,1690
6319,1691
6326,1692
6327,1693
6330,1694
6332,1695
6340,1696
6342,1697
6344,1698
6345,1699
6347,1700
6353,1701
6354,1702
6355,1703
6360,1704
6361,1705
6362,1706
6364,1707
6366,1708
6368,1709
6371,1710
6372,1711
6376,1712
6377,1713
6380,1714
6388,1715
6391,1716
6392,1717
6396,1718
6402,1719
6404,1720
6414,1721
6418,1722
6420,1723
6422,1724
6423,1725
6425,1726
6429,1727
6434,1728
6440,1729
6445,1730
6447,1731
6456,1732
6473,1733
6475,1734
6477,1735
6479,1736
6482,1737
6487,1738
6491,1739
6494,1740
6496,1741
6497,1742
6499,1743
6506,1744
6507,1745
6513,1746
6514,1747
6519,1748
6526,1749
6534,1750
6535,1751
6537,1752
6539,1753
6546,1754
6550,1755
6552,1756
6557,1757
6559,1758
6569,1759
6571,1760
6573,1761
6577,1762
6583,1763
6585,1764
6588,1765
6591,1766
6592,1767
6601,1768
6604,1769
6611,1770
6613,1771
6621,1772
6623,1773
6624,1774
6626,1775
6627,1776
6631,1777
6634,1778
6642,1779
6643,1780
6649,1781
6650,1782
6651,1783
6654,1784
6656,1785
6660,1786
6662,1787
6663,1788
6675,1789
6679,1790
6685,1791
6688,1792
6696,1793
6704,1794
6706,1795
6707,1796
6713,1797
6716,1798
6720,1799
6721,1800
6725,1801
6733,1802
6734,1803
6735,1804
6737,1805
6739,1806
6742,1807
6748,1808
6751,1809
6752,1810
6762,1811
6769,1812
6774,1813
6778,1814
6781,1815
6784,1816
6786,1817
6787,1818
6795,1819
6796,1820
6798,1821
6817,1822
6818,1823
6821,1824
6834,1825
6840,1826
6854,1827
6856,1828
6858,1829
6865,1830
6875,1831
6879,1832
6881,1833
6882,1834
6884,1835
6885,1836
6887,1837
6889,1838
6893,1839
6897,1840
6899,1841
6903,1842
6905,1843
6907,1844
6911,1845
6913,1846
6914,1847
6918,1848
6919,1849
6920,1850
6925,1851
6932,1852
6933,1853
6934,1854
6936,1855
6940,1856
6941,1857
6948,1858
6955,1859
6957,1860
6958,1861
6959,1862
6962,1863
6965,1864
6966,1865
6975,1866
6977,1867
6981,1868
6988,1869
6996,1870
6999,1871
7000,1872
7002,1873
7003,1874
7009,1875
7019,1876
7021,1877
7022,1878
7026,1879
7030,1880
7041,1881
7043,1882
7048,1883
7050,1884
7051,1885
7054,1886
7060,1887
7061,1888
7066,1889
7070,1890
7075,1891
7080,1892
7082,1893
7089,1894
7095,1895
7099,1896
7100,1897
7101,1898
7104,1899
7105,1900
7108,1901
7110,1902
7114,1903
7118,1904
7119,1905
7120,1906
7128,1907
7135,1908
7141,1909
7145,1910
7150,1911
7151,1912
7152,1913
7153,1914
7167,1915
7171,1916
7174,1917
7180,1918
7181,1919
7185,1920
7189,1921
7198,1922
7199,1923
7202,1924
7204,1925
7209,1926
7218,1927
7224,1928
7225,1929
7227,1930
7233,1931
7238,1932
7244,1933
7247,1934
7248,1935
7250,1936
7251,1937
7254,1938
7270,1939
7271,1940
7280,1941
7295,1942
7296,1943
7312,1944
7314,1945
7318,1946
7322,1947
7326,1948
7329,1949
7331,1950
7342,1951
7343,1952
7344,1953
7345,1954
7350,1955
7359,1956
7361,1957
7362,1958
7364,1959
7366,1960
7367,1961
7370,1962
7371,1963
7375,1964
7376,1965
7379,1966
7381,1967
7385,1968
7388,1969
7390,1970
7394,1971
7395,1972
7400,1973
7404,1974
7409,1975
7411,1976
7412,1977
7413,1978
